GO_ID,term,GOSlim_bin,aspect
GO:0070470,plasma membrane respiratory chain,plasma membrane,C
GO:0070470,plasma membrane respiratory chain,other membranes,C
GO:0070471,uterine smooth muscle contraction,other biological processes,P
GO:0070472,regulation of uterine smooth muscle contraction,other biological processes,P
GO:0070473,negative regulation of uterine smooth muscle contraction,other biological processes,P
GO:0070474,positive regulation of uterine smooth muscle contraction,other biological processes,P
GO:0070475,rRNA base methylation,RNA metabolism,P
GO:0070476,rRNA (guanine-N7)-methylation,RNA metabolism,P
GO:0070477,endospore core,other cellular component,C
GO:0070478,"nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay",RNA metabolism,P
GO:0070479,"nuclear-transcribed mRNA catabolic process, 5'-3' exonucleolytic nonsense-mediated decay",RNA metabolism,P
GO:0070480,exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-independent decay,RNA metabolism,P
GO:0070618,Grb2-Sos complex,plasma membrane,C
GO:0070481,"nuclear-transcribed mRNA catabolic process, non-stop decay",RNA metabolism,P
GO:0070482,response to oxygen levels,other biological processes,P
GO:0070483,detection of hypoxia,stress response,P
GO:0070484,"dehydro-D-arabinono-1,4-lactone metabolic process",other metabolic processes,P
GO:0070485,"dehydro-D-arabinono-1,4-lactone biosynthetic process",other metabolic processes,P
GO:0070486,leukocyte aggregation,cell adhesion,P
GO:0070487,monocyte aggregation,cell adhesion,P
GO:0070488,neutrophil aggregation,cell adhesion,P
GO:0070489,T cell aggregation,cell adhesion,P
GO:0070490,protein pupylation,protein metabolism,P
GO:0070491,transcription repressor binding,other molecular function,F
GO:0070492,oligosaccharide binding,other molecular function,F
GO:0070493,thrombin receptor signaling pathway,signal transduction,P
GO:0070494,regulation of thrombin receptor signaling pathway,signal transduction,P
GO:0070495,negative regulation of thrombin receptor signaling pathway,signal transduction,P
GO:0070496,positive regulation of thrombin receptor signaling pathway,signal transduction,P
GO:0070497,"6-carboxy-5,6,7,8-tetrahydropterin synthase activity",other molecular function,F
GO:0070498,interleukin-1-mediated signaling pathway,signal transduction,P
GO:0070499,exosporium assembly,cell organization and biogenesis,P
GO:0070500,poly-gamma-glutamate metabolic process,other metabolic processes,P
GO:0070501,poly-gamma-glutamate biosynthetic process,other metabolic processes,P
GO:0070502,capsule poly-gamma-glutamate biosynthetic process,other metabolic processes,P
GO:0070502,capsule poly-gamma-glutamate biosynthetic process,cell organization and biogenesis,P
GO:0070503,selenium-containing prosthetic group metabolic process,protein metabolism,P
GO:0070504,selenium-containing prosthetic group biosynthetic process,protein metabolism,P
GO:0070505,pollen coat,non-structural extracellular,C
GO:0070506,high-density lipoprotein receptor activity,signal transduction activity,F
GO:0070507,regulation of microtubule cytoskeleton organization,cell organization and biogenesis,P
GO:0070508,cholesterol import,transport,P
GO:0070509,calcium ion import,transport,P
GO:0070510,regulation of histone H4-K20 methylation,protein metabolism,P
GO:0070510,regulation of histone H4-K20 methylation,cell organization and biogenesis,P
GO:0070511,negative regulation of histone H4-K20 methylation,protein metabolism,P
GO:0070511,negative regulation of histone H4-K20 methylation,cell organization and biogenesis,P
GO:0070512,positive regulation of histone H4-K20 methylation,protein metabolism,P
GO:0070512,positive regulation of histone H4-K20 methylation,cell organization and biogenesis,P
GO:0070513,death domain binding,other molecular function,F
GO:0070514,SRF-myogenin-E12 complex,nucleus,C
GO:0070515,alphaIIb-beta3 integrin-talin complex,plasma membrane,C
GO:0070515,alphaIIb-beta3 integrin-talin complex,other membranes,C
GO:0070516,CAK-ERCC2 complex,nucleus,C
GO:0070517,DNA replication factor C core complex,nucleus,C
GO:0070518,alpha4-beta1 integrin-CD53 complex,plasma membrane,C
GO:0070518,alpha4-beta1 integrin-CD53 complex,other membranes,C
GO:0070519,alpha4-beta1 integrin-CD63 complex,plasma membrane,C
GO:0070519,alpha4-beta1 integrin-CD63 complex,other membranes,C
GO:0070520,alpha4-beta1 integrin-CD81 complex,plasma membrane,C
GO:0070520,alpha4-beta1 integrin-CD81 complex,other membranes,C
GO:0070521,alpha4-beta1 integrin-CD82 complex,plasma membrane,C
GO:0070521,alpha4-beta1 integrin-CD82 complex,other membranes,C
GO:0070522,ERCC4-ERCC1 complex,nucleus,C
GO:0070523,11-beta-hydroxysteroid dehydrogenase (NAD+) activity,other molecular function,F
GO:0070524,11-beta-hydroxysteroid dehydrogenase (NADP+) activity,other molecular function,F
GO:0070525,threonylcarbamoyladenosine metabolic process,other metabolic processes,P
GO:0070526,threonylcarbamoyladenosine biosynthetic process,RNA metabolism,P
GO:0070527,platelet aggregation,stress response,P
GO:0070527,platelet aggregation,cell adhesion,P
GO:0070528,protein kinase C signaling cascade,signal transduction,P
GO:0070529,L-tryptophan aminotransferase activity,other molecular function,F
GO:0070530,K63-linked polyubiquitin binding,other molecular function,F
GO:0070531,BRCA1-A complex,nucleus,C
GO:0070532,BRCA1-B complex,nucleus,C
GO:0070533,BRCA1-C complex,nucleus,C
GO:0070534,protein K63-linked ubiquitination,protein metabolism,P
GO:0070535,histone H2A K63-linked ubiquitination,protein metabolism,P
GO:0070535,histone H2A K63-linked ubiquitination,cell organization and biogenesis,P
GO:0070536,protein K63-linked deubiquitination,protein metabolism,P
GO:0070537,histone H2A K63-linked deubiquitination,protein metabolism,P
GO:0070537,histone H2A K63-linked deubiquitination,cell organization and biogenesis,P
GO:0070538,oleic acid binding,other molecular function,F
GO:0070539,linoleic acid binding,other molecular function,F
GO:0070540,stearic acid binding,other molecular function,F
GO:0070541,response to platinum,other biological processes,P
GO:0070542,response to fatty acid,other biological processes,P
GO:0070543,response to linoleic acid,other biological processes,P
GO:0070544,histone H3-K36 demethylation,protein metabolism,P
GO:0070544,histone H3-K36 demethylation,cell organization and biogenesis,P
GO:0070545,PeBoW complex,nucleus,C
GO:0070546,L-phenylalanine aminotransferase activity,other molecular function,F
GO:0070547,L-tyrosine aminotransferase activity,other molecular function,F
GO:0070548,L-glutamine aminotransferase activity,other molecular function,F
GO:0070549,"RNA interference, negative regulation of translation",protein metabolism,P
GO:0070550,rDNA condensation,cell cycle and proliferation,P
GO:0070550,rDNA condensation,cell organization and biogenesis,P
GO:0070551,"endoribonuclease activity, cleaving siRNA-paired mRNA",other molecular function,F
GO:0070552,BRISC complex,nucleus,C
GO:0070553,nicotinic acid receptor activity,signal transduction activity,F
GO:0070554,synaptobrevin 2-SNAP-25-syntaxin-3-complexin complex,other membranes,C
GO:0070555,response to interleukin-1,other biological processes,P
GO:0070556,TAF4B-containing transcription factor TFIID complex,nucleus,C
GO:0070557,PCNA-p21 complex,nucleus,C
GO:0070558,alphaM-beta2 integrin-CD63 complex,plasma membrane,C
GO:0070558,alphaM-beta2 integrin-CD63 complex,other membranes,C
GO:0070559,lysosomal multienzyme complex,other cytoplasmic organelle,C
GO:0070560,protein secretion by platelet,transport,P
GO:0070561,vitamin D receptor signaling pathway,signal transduction,P
GO:0070562,regulation of vitamin D receptor signaling pathway,signal transduction,P
GO:0070563,negative regulation of vitamin D receptor signaling pathway,signal transduction,P
GO:0070564,positive regulation of vitamin D receptor signaling pathway,signal transduction,P
GO:0070565,telomere-telomerase complex,other cellular component,C
GO:0070566,adenylyltransferase activity,other molecular function,F
GO:0070567,cytidylyltransferase activity,other molecular function,F
GO:0070568,guanylyltransferase activity,other molecular function,F
GO:0070569,uridylyltransferase activity,other molecular function,F
GO:0070570,regulation of neuron projection regeneration,cell organization and biogenesis,P
GO:0070571,negative regulation of neuron projection regeneration,cell organization and biogenesis,P
GO:0070572,positive regulation of neuron projection regeneration,cell organization and biogenesis,P
GO:0070573,metallodipeptidase activity,other molecular function,F
GO:0070574,transmembrane cadmium ion transport,transport,P
GO:0070575,peptide mating pheromone maturation involved in pheromone-induced unidirectional conjugation,protein metabolism,P
GO:0070576,vitamin D 24-hydroxylase activity,other molecular function,F
GO:0070577,histone acetyl-lysine binding,other molecular function,F
GO:0070578,RISC-loading complex,other cellular component,C
GO:0070579,methylcytosine dioxygenase activity,other molecular function,F
GO:0070580,base J metabolic process,other metabolic processes,P
GO:0070581,rolling circle DNA replication,DNA metabolism,P
GO:0070582,theta DNA replication,DNA metabolism,P
GO:0070583,spore membrane bending pathway,cell organization and biogenesis,P
GO:0070584,mitochondrion morphogenesis,cell organization and biogenesis,P
GO:0070585,protein localization in mitochondrion,other biological processes,P
GO:0070586,cell-cell adhesion involved in gastrulation,developmental processes,P
GO:0070586,cell-cell adhesion involved in gastrulation,cell adhesion,P
GO:0070587,regulation of cell-cell adhesion involved in gastrulation,developmental processes,P
GO:0070587,regulation of cell-cell adhesion involved in gastrulation,cell adhesion,P
GO:0070588,transmembrane calcium ion transport,transport,P
GO:0070589,cellular component macromolecule biosynthetic process,other metabolic processes,P
GO:0070590,spore wall biogenesis,other biological processes,P
GO:0070591,ascospore wall biogenesis,other biological processes,P
GO:0070592,cell wall polysaccharide biosynthetic process,other metabolic processes,P
GO:0070593,dendrite self-avoidance,other biological processes,P
GO:0070594,juvenile hormone response element binding,nucleic acid binding activity,F
GO:0070595,"1,3-alpha-glucan metabolic process",other metabolic processes,P
GO:0070596,"1,3-alpha-glucan biosynthetic process",other metabolic processes,P
GO:0070597,"cell wall 1,3-alpha-glucan metabolic process",other metabolic processes,P
GO:0070598,"cell wall 1,3-alpha-glucan biosynthetic process",other metabolic processes,P
GO:0070599,"fungal-type cell wall 1,3-alpha-glucan metabolic process",other metabolic processes,P
GO:0070600,"fungal-type cell wall 1,3-alpha-glucan biosynthetic process",other metabolic processes,P
GO:0070601,centromeric sister chromatid cohesion,cell cycle and proliferation,P
GO:0070601,centromeric sister chromatid cohesion,cell organization and biogenesis,P
GO:0070602,regulation of centromeric sister chromatid cohesion,cell cycle and proliferation,P
GO:0070602,regulation of centromeric sister chromatid cohesion,cell organization and biogenesis,P
GO:0070603,SWI/SNF-type complex,nucleus,C
GO:0070604,PBAF complex,nucleus,C
GO:0070605,"regulation of 1,3-alpha-glucan metabolic process",other metabolic processes,P
GO:0070606,"regulation of 1,3-alpha-glucan biosynthetic process",other metabolic processes,P
GO:0070607,"regulation of cell wall 1,3-alpha-glucan metabolic process",other metabolic processes,P
GO:0070608,"regulation of cell wall 1,3-alpha-glucan biosynthetic process",other metabolic processes,P
GO:0070609,"regulation of fungal-type cell wall 1,3-alpha-glucan metabolic process",other metabolic processes,P
GO:0070610,"regulation of fungal-type cell wall 1,3-alpha-glucan biosynthetic process",other metabolic processes,P
GO:0070611,histone methyltransferase activity (H3-R2 specific),other molecular function,F
GO:0070612,histone methyltransferase activity (H2A-R3 specific),other molecular function,F
GO:0070613,regulation of protein processing,protein metabolism,P
GO:0070614,tungstate ion transport,transport,P
GO:0070615,nucleosome-dependent ATPase activity,other molecular function,F
GO:0070616,regulation of thiamin diphosphate biosynthetic process,other metabolic processes,P
GO:0070617,negative regulation of thiamin diphosphate biosynthetic process,other metabolic processes,P
GO:0070620,EGFR-Grb2-Sos complex,other membranes,C
GO:0070621,EGFR-Shc-Grb2-Sos complex,plasma membrane,C
GO:0070621,EGFR-Shc-Grb2-Sos complex,other membranes,C
GO:0070622,UDP-N-acetylglucosamine-lysosomal-enzyme N-acetylglucosaminephosphotransferase complex,other cytoplasmic organelle,C
GO:0070623,regulation of thiamin biosynthetic process,other metabolic processes,P
GO:0070624,negative regulation of thiamin biosynthetic process,other metabolic processes,P
GO:0070625,zymogen granule exocytosis,transport,P
GO:0070626,(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity,other molecular function,F
GO:0070627,ferrous iron import,transport,P
GO:0070628,proteasome binding,other molecular function,F
GO:0070629,"1,4-alpha-glucan metabolic process",other metabolic processes,P
GO:0070630,"1,4-alpha-glucan biosynthetic process",other metabolic processes,P
GO:0070631,spindle pole body localization,other biological processes,P
GO:0070632,establishment of spindle pole body localization,other biological processes,P
GO:0070633,transepithelial transport,transport,P
GO:0070634,transepithelial ammonium transport,transport,P
GO:0070635,nicotinamide riboside hydrolase activity,other molecular function,F
GO:0070636,nicotinic acid riboside hydrolase activity,other molecular function,F
GO:0070637,pyridine nucleoside metabolic process,other metabolic processes,P
GO:0070638,pyridine nucleoside catabolic process,other metabolic processes,P
GO:0070639,vitamin D2 metabolic process,other metabolic processes,P
GO:0070640,vitamin D3 metabolic process,other metabolic processes,P
GO:0070641,vitamin D4 metabolic process,other metabolic processes,P
GO:0070642,vitamin D5 metabolic process,other metabolic processes,P
GO:0070643,vitamin D 25-hydroxylase activity,other molecular function,F
GO:0070644,vitamin D response element binding,nucleic acid binding activity,F
GO:0070645,Ubisch body,non-structural extracellular,C
GO:0070646,protein modification by small protein removal,protein metabolism,P
GO:0070647,protein modification by small protein conjugation or removal,protein metabolism,P
GO:0070648,formin-nucleated actin cable,cytoskeleton,C
GO:0070649,formin-nucleated actin cable assembly,cell organization and biogenesis,P
GO:0070650,actin filament bundle distribution,cell organization and biogenesis,P
GO:0070651,nonfunctional rRNA decay,RNA metabolism,P
GO:0070652,HAUS complex,cytoskeleton,C
GO:0070653,high-density lipoprotein receptor binding,signal transduction activity,F
GO:0070654,sensory epithelium regeneration,stress response,P
GO:0070654,sensory epithelium regeneration,developmental processes,P
GO:0070655,mechanosensory epithelium regeneration,stress response,P
GO:0070655,mechanosensory epithelium regeneration,developmental processes,P
GO:0070656,mechanoreceptor differentiation involved in mechanosensory epithelium regeneration,stress response,P
GO:0070656,mechanoreceptor differentiation involved in mechanosensory epithelium regeneration,developmental processes,P
GO:0070657,neuromast regeneration,stress response,P
GO:0070657,neuromast regeneration,developmental processes,P
GO:0070658,neuromast hair cell differentiation involved in neuromast regeneration,stress response,P
GO:0070658,neuromast hair cell differentiation involved in neuromast regeneration,developmental processes,P
GO:0070659,inner ear sensory epithelium regeneration,stress response,P
GO:0070659,inner ear sensory epithelium regeneration,developmental processes,P
GO:0070660,inner ear receptor cell differentiation involved in inner ear sensory epithelium regeneration,stress response,P
GO:0070660,inner ear receptor cell differentiation involved in inner ear sensory epithelium regeneration,developmental processes,P
GO:0070661,leukocyte proliferation,cell cycle and proliferation,P
GO:0070662,mast cell proliferation,cell cycle and proliferation,P
GO:0070663,regulation of leukocyte proliferation,cell cycle and proliferation,P
GO:0070664,negative regulation of leukocyte proliferation,cell cycle and proliferation,P
GO:0070665,positive regulation of leukocyte proliferation,cell cycle and proliferation,P
GO:0070666,regulation of mast cell proliferation,cell cycle and proliferation,P
GO:0070667,negative regulation of mast cell proliferation,cell cycle and proliferation,P
GO:0070668,positive regulation of mast cell proliferation,cell cycle and proliferation,P
GO:0070669,response to interleukin-2,other biological processes,P
GO:0070670,response to interleukin-4,other biological processes,P
GO:0070671,response to interleukin-12,other biological processes,P
GO:0070672,response to interleukin-15,other biological processes,P
GO:0070673,response to interleukin-18,other biological processes,P
GO:0070674,hypoxanthine dehydrogenase activity,other molecular function,F
GO:0070675,hypoxanthine oxidase activity,other molecular function,F
GO:0070676,intralumenal vesicle formation,transport,P
GO:0070676,intralumenal vesicle formation,cell organization and biogenesis,P
GO:0070677,rRNA (cytosine-2'-O-)-methyltransferase activity,other molecular function,F
GO:0070678,preprotein binding,other molecular function,F
GO:0070679,"inositol 1,4,5 trisphosphate binding",other molecular function,F
GO:0070680,asparaginyl-tRNAAsn biosynthesis via transamidation,RNA metabolism,P
GO:0070681,glutaminyl-tRNAGln biosynthesis via transamidation,RNA metabolism,P
GO:0070682,proteasome regulatory particle assembly,cell organization and biogenesis,P
GO:0070683,decatenation checkpoint,cell cycle and proliferation,P
GO:0070684,seminal clot liquefaction,other biological processes,P
GO:0070685,macropinocytic cup,other cellular component,C
GO:0070686,macropinocytic cup membrane,plasma membrane,C
GO:0070686,macropinocytic cup membrane,other membranes,C
GO:0070687,macropinocytic cup cytoskeleton,cytoskeleton,C
GO:0070688,MLL5-L complex,nucleus,C
GO:0070689,threonine catabolic process to propionate,other metabolic processes,P
GO:0070690,threonine catabolic process to acetyl-CoA,other metabolic processes,P
GO:0070691,dimeric positive transcription elongation factor complex b,nucleus,C
GO:0070692,trimeric positive transcription elongation factor complex b,nucleus,C
GO:0070693,P-TEFb-cap methyltransferase complex,nucleus,C
GO:0070694,deoxyribonucleoside 5'-monophosphate N-glycosidase activity,other molecular function,F
GO:0070695,FHF complex,other cellular component,C
GO:0070696,transmembrane receptor protein serine/threonine kinase binding,signal transduction activity,F
GO:0070697,activin receptor binding,signal transduction activity,F
GO:0070698,type I activin receptor binding,signal transduction activity,F
GO:0070699,type II activin receptor binding,signal transduction activity,F
GO:0070700,BMP receptor binding,signal transduction activity,F
GO:0070701,mucus layer,non-structural extracellular,C
GO:0070702,inner mucus layer,non-structural extracellular,C
GO:0070703,outer mucus layer,non-structural extracellular,C
GO:0070704,sterol desaturase activity,other molecular function,F
GO:0070705,RNA nucleotide insertion,RNA metabolism,P
GO:0070706,RNA nucleotide deletion,RNA metabolism,P
GO:0070707,RNA dinucleotide insertion,RNA metabolism,P
GO:0070708,RNA cytidine insertion,RNA metabolism,P
GO:0070709,RNA guanosine insertion,RNA metabolism,P
GO:0070710,RNA uridine deletion,RNA metabolism,P
GO:0070711,RNA adenosine-uridine insertion,RNA metabolism,P
GO:0070712,RNA cytidine-uridine insertion,RNA metabolism,P
GO:0070713,RNA guanosine-cytidine insertion,RNA metabolism,P
GO:0070714,RNA guanosine-uridine insertion insertion,RNA metabolism,P
GO:0070715,sodium-dependent organic cation transport,transport,P
GO:0070716,mismatch repair involved in maintenance of fidelity during DNA-dependent DNA replication,stress response,P
GO:0070716,mismatch repair involved in maintenance of fidelity during DNA-dependent DNA replication,DNA metabolism,P
GO:0070717,poly-purine tract binding,nucleic acid binding activity,F
GO:0070718,alphaPDGFR-SHP-2 complex,plasma membrane,C
GO:0070718,alphaPDGFR-SHP-2 complex,other membranes,C
GO:0070719,alphaPDGFR-PLC-gamma-1-PI3K-SHP-2 complex,plasma membrane,C
GO:0070719,alphaPDGFR-PLC-gamma-1-PI3K-SHP-2 complex,other membranes,C
GO:0070720,Grb2-SHP-2 complex,plasma membrane,C
GO:0070720,Grb2-SHP-2 complex,other membranes,C
GO:0070721,ISGF3 complex,nucleus,C
GO:0070722,Tle3-Aes complex,nucleus,C
GO:0070723,response to cholesterol,other biological processes,P
GO:0070724,BMP receptor complex,plasma membrane,C
GO:0070724,BMP receptor complex,other membranes,C
GO:0070725,Yb body,other cellular component,C
GO:0070726,,cell organization and biogenesis,
GO:0070727,,other biological processes,
GO:0070728,,other molecular function,
GO:0070729,,transport,
GO:0070730,,transport,
GO:0070731,,transport,
GO:0070732,,other cellular component,
GO:0070733,,other molecular function,
GO:0070734,,protein metabolism,
GO:0070734,,cell organization and biogenesis,
GO:0070735,,other molecular function,
GO:0070736,,other molecular function,None
GO:0070737,,other molecular function,None
GO:0070738,,other molecular function,None
GO:0070739,,other molecular function,None
GO:0070740,,other molecular function,None
GO:0070741,,other biological processes,None
GO:0070742,,other molecular function,None
GO:0070743,,non-structural extracellular,None
GO:0070744,,non-structural extracellular,None
GO:0070745,,non-structural extracellular,None
GO:0070746,,other molecular function,None
GO:0070747,,signal transduction activity,None
GO:0070748,,signal transduction activity,None
GO:0070749,,other metabolic processes,None
GO:0070750,,other metabolic processes,None
GO:0070751,,other metabolic processes,None
GO:0070752,,other metabolic processes,None
GO:0070753,,other biological processes,None
GO:0070754,,other biological processes,None
GO:0070755,,other biological processes,None
GO:0070756,,other biological processes,None
GO:0070757,,signal transduction,None
GO:0070758,,signal transduction,None
GO:0070759,,signal transduction,None
GO:0070760,,signal transduction,None
GO:0070761,,other cellular component,None
GO:0070762,,nucleus,None
GO:0070762,,other membranes,None
GO:0070763,,plasma membrane,None
GO:0070763,,other membranes,None
GO:0070764,,plasma membrane,None
GO:0070764,,other membranes,None
GO:0070765,,plasma membrane,None
GO:0070765,,other membranes,None
GO:0070766,,other membranes,None
GO:0070767,,nucleus,None
GO:0070768,,other membranes,None
GO:0070769,,plasma membrane,None
GO:0070769,,other membranes,None
GO:0070770,,plasma membrane,None
GO:0070770,,other membranes,None
GO:0070771,,plasma membrane,None
GO:0070771,,other membranes,None
GO:0070772,,other cytoplasmic organelle,None
GO:0070772,,other membranes,None
GO:0070773,,other molecular function,None
GO:0070774,,other molecular function,None
GO:0070775,,nucleus,None
GO:0070776,,nucleus,None
GO:0070782,,cell organization and biogenesis,None
GO:0070782,,death,None
GO:0070783,,other biological processes,None
GO:0070784,,other biological processes,None
GO:0070785,,other biological processes,None
GO:0070786,,other biological processes,None
GO:0070787,,developmental processes,None
GO:0070788,,developmental processes,None
GO:0070789,,developmental processes,None
GO:0070790,,developmental processes,None
GO:0070791,,developmental processes,None
GO:0070792,,developmental processes,None
GO:0070793,,developmental processes,None
GO:0070794,,developmental processes,None
GO:0070795,,developmental processes,None
GO:0070796,,developmental processes,None
GO:0070797,,developmental processes,None
GO:0070798,,developmental processes,None
GO:0070799,,developmental processes,None
GO:0070800,,developmental processes,None
GO:0070801,,developmental processes,None
GO:0070802,,developmental processes,None
GO:0070803,,developmental processes,None
GO:0070804,,developmental processes,None
GO:0070805,,developmental processes,None
GO:0070806,,developmental processes,None
GO:0070807,,developmental processes,None
GO:0070808,,developmental processes,None
GO:0070809,,developmental processes,None
GO:0070810,,developmental processes,None
GO:0070811,,transport,None
GO:0070812,,transporter activity,None
GO:0070813,,other metabolic processes,None
GO:0070814,,other metabolic processes,None
GO:0070815,,other molecular function,None
GO:0070816,,protein metabolism,None
GO:0070817,,other biological processes,None
GO:0070818,,other molecular function,None
GO:0070819,,other molecular function,None
GO:0070820,,other cellular component,None
GO:0070821,,other membranes,None
GO:0070822,,nucleus,None
GO:0070823,,nucleus,None
GO:0070824,,nucleus,None
GO:0070825,,other cellular component,None
GO:0070826,,other cellular component,None
GO:0070827,,cell organization and biogenesis,None
GO:0070828,,cell organization and biogenesis,None
GO:0070829,,cell organization and biogenesis,None
GO:0070830,,cell organization and biogenesis,None
GO:0070831,,cell organization and biogenesis,None
GO:0070832,,other metabolic processes,None
GO:0070833,,other metabolic processes,None
GO:0070834,,other metabolic processes,None
GO:0070835,,transporter activity,None
GO:0070836,,cell organization and biogenesis,None
GO:0070837,,transport,None
GO:0070838,,transport,None
GO:0070839,,transport,None
GO:0070840,,other molecular function,None
GO:0070841,,cell organization and biogenesis,None
GO:0070842,,cell organization and biogenesis,None
GO:0070843,,transport,None
GO:0070844,,transport,None
GO:0070845,,transport,None
GO:0070846,,protein metabolism,None
GO:0071001,,nucleus,None
GO:0071002,,nucleus,None
GO:0071003,,nucleus,None
GO:0071004,,nucleus,None
GO:0071005,,nucleus,None
GO:0071006,,nucleus,None
GO:0071007,,nucleus,None
GO:0071008,,nucleus,None
GO:0071009,,nucleus,None
GO:0071010,,nucleus,None
GO:0071011,,nucleus,None
GO:0071012,,nucleus,None
GO:0071013,,nucleus,None
GO:0071014,,nucleus,None
GO:0071015,,nucleus,None
GO:0071016,,nucleus,None
GO:0071017,,nucleus,None
GO:0071018,,nucleus,None
GO:0071019,,nucleus,None
GO:0071020,,nucleus,None
GO:0071021,,nucleus,None
GO:0071022,,nucleus,None
GO:0071023,,nucleus,None
GO:0071024,,nucleus,None
GO:0075000,response to host osmotic environment,other biological processes,P
GO:0075001,adhesion of symbiont infection structure to host,other biological processes,P
GO:0075002,adhesion of symbiont germination tube to host,other biological processes,P
GO:0075003,adhesion of symbiont appressorium to host,other biological processes,P
GO:0075004,adhesion of symbiont spore to host,other biological processes,P
GO:0075005,spore germination on or near host,other biological processes,P
GO:0075006,modulation of spore germination on or near host,other biological processes,P
GO:0075007,positive regulation of spore germination on or near host,signal transduction,P
GO:0075008,negative regulation of spore germination on or near host,other biological processes,P
GO:0075009,germ tube formation on or near host,other biological processes,P
GO:0075010,modulation of germ tube formation on or near host,other biological processes,P
GO:0075011,positive regulation of germ tube formation on or near host,signal transduction,P
GO:0075012,negative regulation of germ tube formation on or near host,other biological processes,P
GO:0075013,growth or development of symbiont on or near host phyllosphere,other biological processes,P
GO:0075014,growth or development of symbiont on or near host rhizosphere,other biological processes,P
GO:0075015,formation of infection structure on or near host,other biological processes,P
GO:0075016,appressorium formation on or near host,other biological processes,P
GO:0075017,regulation of appressorium formation on or near host,other biological processes,P
GO:0075018,positive regulation of appressorium formation on or near host,signal transduction,P
GO:0075019,negative regulation of appressorium formation on or near host,other biological processes,P
GO:0075020,calcium or calmodulin-mediated activation of appressorium formation,signal transduction,P
GO:0075021,cAMP-mediated activation of appressorium formation,signal transduction,P
GO:0075022,ethylene-mediated activation of appressorium formation,signal transduction,P
GO:0075023,MAPK-mediated regulation of appressorium formation,signal transduction,P
GO:0075024,phospholipase C-mediated activation of appressorium formation,signal transduction,P
GO:0075025,initiation of appressorium on or near host,other biological processes,P
GO:0075026,regulation of appressorium initiation on or near host,other biological processes,P
GO:0075027,positive regulation of appressorium initiation on or near host,signal transduction,P
GO:0075028,negative regulation of appressorium initiation on or near host,other biological processes,P
GO:0075029,formation of symbiont germ tube hook structure on or near host,other biological processes,P
GO:0075030,modulation of symbiont germ tube hook structure formation on or near host,other biological processes,P
GO:0075031,positive regulation of symbiont germ tube hook structure formation on or near host,signal transduction,P
GO:0075032,negative regulation of symbiont germ tube hook structure formation on or near host,other biological processes,P
GO:0075033,septum formation during appressorium formation on or near host,other biological processes,P
GO:0075034,nuclear division during appressorium formation on or near host,cell organization and biogenesis,P
GO:0075035,maturation of appressorium on or near host,other biological processes,P
GO:0075036,regulation of appressorium maturation on or near host,other biological processes,P
GO:0075037,positive regulation of appressorium maturation on or near host,signal transduction,P
GO:0075038,negative regulation of appressorium maturation on or near host,other biological processes,P
GO:0075039,establishment of turgor in appressorium,other biological processes,P
GO:0075040,regulation of establishment of turgor in appressorium,other biological processes,P
GO:0075041,positive regulation of establishment of turgor in appressorium,signal transduction,P
GO:0075042,negative regulation of establishment of turgor in appressorium,other biological processes,P
GO:0075043,maintenance of turgor in appressorium by melanization,other metabolic processes,P
GO:0075044,autophagy of host cells during interaction with symbiont,other metabolic processes,P
GO:0075045,regulation of formation by symbiont of haustorium for nutrient acquisition from host,other biological processes,P
GO:0075046,positive regulation of formation by symbiont of haustorium for nutrient acquisition from host,other biological processes,P
GO:0075047,negative regulation of formation by symbiont of haustorium for nutrient acquisition from host,other biological processes,P
GO:0075048,cell wall strengthening in symbiont during entry into host,cell organization and biogenesis,P
GO:0075049,modulation of symbiont cell wall strengthening during entry into host,cell organization and biogenesis,P
GO:0075050,positive regulation of symbiont cell wall strengthening during entry into host,cell organization and biogenesis,P
GO:0075051,negative regulation of symbiont cell wall strengthening during entry into host,cell organization and biogenesis,P
GO:0075052,entry into host via a specialized structure,other biological processes,P
GO:0075053,formation of symbiont penetration peg for entry into host,other biological processes,P
GO:0075054,modulation of symbiont penetration peg formation for entry into host,other biological processes,P
GO:0075055,positive regulation of symbiont penetration peg formation for entry into host,other biological processes,P
GO:0075056,negative regulation of symbiont penetration peg formation for entry into host,other biological processes,P
GO:0075057,initiation of symbiont penetration peg,other biological processes,P
GO:0075058,modulation of symbiont penetration peg initiation,other biological processes,P
GO:0075059,positive regulation of symbiont penetration peg initiation,other biological processes,P
GO:0075060,negative regulation of symbiont penetration peg initiation,other biological processes,P
GO:0075061,formation of symbiont invasive hypha within host,other biological processes,P
GO:0075062,regulation of symbiont invasive hypha formation within host,other biological processes,P
GO:0075063,positive regulation of symbiont invasive hypha formation within host,other biological processes,P
GO:0075064,negative regulation of symbiont invasive hypha formation within host,other biological processes,P
GO:0075065,growth or development of symbiont in host cell,other biological processes,P
GO:0075066,growth or development of symbiont in host organelle,other biological processes,P
GO:0075067,growth or development of symbiont in host intercellular space,other biological processes,P
GO:0075068,growth or development of symbiont in host vascular tissue,other biological processes,P
